language,lect,s_citation,m_citation,s_gloss,m_gloss,class,source,contributor,glottocode
Andi,Gagatli,рекун,,нить,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,рижа,,шнур,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,ххардил,,материал для украшения лицевой стороны чохто,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,сабаб,,трехугольный амулет,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,ссалатол,,бусы,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,тегеле,,бешмет,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,ц1ц1ек1алъол,,перстень,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,ц1ц1ек1алъол,,кольцо,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,ч1ол,,ремешок,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,ч1ол,,шнур,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,булка,,булка,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,буршина,,ватрушка,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,гун,,толокно,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,гьунц1ц1и,,мед,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,закуска,,закуска,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,исо,,творог,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,исол1урл1а,,еда,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,исол1урл1а,,творог с маслом,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,караки,,лепешка,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,кенпеги,,конфета,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,кощи,,каша,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,кьгерц1ц1и,,сыворотка,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,къго,,масляная пена,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,ленщур,,мука,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,л1урл1а,,масло,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,можореги,,лепешка,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,печени,,печенье,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,пирог,,пирог,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,приник,,пряник,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,cypo,,кислое питье,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,тур,,рассол,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,ц1ц1он,,соль,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,ц1ц1онтур,,соленье,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,ц1ц1онтур,,квашение,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,чорпа,,похлебка,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,ч1ами,,брынза,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,щив,,молоко,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,щигалати,,шоколад,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,архъи,,вид травы,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,аса,,кустарник,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,баъли,,черешня,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,гаг,,косточка,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,гаг,,зерно,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,гьургъи,,ягода карагача,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,гьантерщи,,шишка,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,гьеч1инк1а,,кукуруза,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,гъимлал,,шиповник,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,гьоли,,горох,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,гьолиххи,,полевой горох,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,гьунч1а,,сено,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,джинджи,,цветок,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,жага,,вишня,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,кими,,ягоды кизила,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,инццирт1а,,мятное съедобное растение,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,иширл1а,,вид травы,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,йилгъин,,хворост,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,йилгъин,,кустарник,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,кару,,тутовник,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,кинл1ишен,,конопля,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,ишмиши,,сухой виноград,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,колшан,,приспособление из растения для связывания снопов,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,къгвакъгвал,,орех,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,к1к1урк1к1ул,,алыча,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,лепал,,фасоль,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,лол,,ботва,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,лол,,стебель и листья растения,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,поли,,молотьба,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,лъобча,,трехлистник,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,никку,,солома,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,охи,,сад,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,парссикьгвакъгвал,,мелкий орех,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,пипи,,ягоды чинзры,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,речехъул,,сладкое съедобное растение,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,реша,,деревцо,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,решу,,лес,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,рикъикл1а,,дикая вишня,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,рок1к1у,,сладкое съедобное растение,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,семечка,,семечка,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,сонххил,,целина,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,ссоромсса,,пучок колосьев,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,турти,,лен,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,т1епалу,,чечевица,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,хал,,стебель травы,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,хен,,ботва картофеля,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,хур,,поле,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,хухул,,сладкое съедобное растение,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,хъурма,,финики,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,ц1азамещи,,клубника,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,ц1ц1ана,,колючки,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,чамасдаги,,финик,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,ч1ик1ина,,род коли,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,шен,,семя,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,анжиди,,топор,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,архещи,,вожжа,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,бархон,,уздечка,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,гац1и,,курок,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,гац1и,,спуск,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,гиргимачол,,детская повозка,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,гьиму,,шило,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,гьутухъи,,коробка,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,дебека,,ручка плуга,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,джамгьу,,топорик,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,ижин,,инструмент для выдалбливания ложек,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,инква,,подвода,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,исир,,ножницы,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,ишан,,прицел,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,капузи,,кнут для юлы,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,киси,,марля,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,кодил1и,,ручная мельница,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,кохер,,ручная мельница,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,курт1а,,молоток,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,къинкъил,,палочка на вьюке,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,къуну,,плита печи,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,къуну,,глиняная плита,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,къгонибадисси,,веревка на рога быков,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,кьеркьил,,седло,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,к1ак1у,,юла,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,к1онк1а,,велосипед,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,лъоланк1о,,подкова,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,лъоллошан,,капкан,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,миндал,,седельная подушка,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,миххи,,подставка,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,миххи,,треножник,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,нищу,,согнутая часть плуга,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,патурман,,патрон,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,пист1ол,,пистон,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,цургун,,фургон,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,ракъирадиб,,зубило,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,рачи,,наковальня,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,ращирадиб,,папка с крючком для вытаскивания сена,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,ребццу,,плуг,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,реххин,,деревянная лопата,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,роч1ч1и,,силки,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,роч1ч1и,,капкан,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,рукъо,,ярмо,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,рук1к1аххин,,палочка в ярме,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,салазол,,салазки,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,сетка,,сетка,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,ссинникол,,спички,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,сусук1у,,сито,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,тел,,проволока,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,тел,,телеграмма,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,тел,,телеграф,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,телапун,,телефон,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,херзим,,деревянное седло,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,ххвалчин,,железная лопата,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,хъурщи,,ящик стола,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,ц1а,,огонь,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,ц1ахъвархъвал,,огниво,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,чанагъи,,сани,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,чантуги,,недоуздок,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,ч1ибч1ил,,поднос для очищения зерна,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,ч1имч1у,,тюль,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,ч1уриги,,колесо,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,ч1ч1артил,,кнут,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,эшмекки,,кожаная подставка седла,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,баллон,,баллон,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,банка,,банка,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,бошкъгапи,,блюдце,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,гелгел,,бидончик,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,горзи,,кружка,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,грапин,,графин,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,зарйан,,сковорода,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,прса,,корьгго,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,йакъийа,,мерка двух литров,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,к1ок1оча,,кувшин для воды из тыквы,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,пала,,крышка,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,лелла,,поднос,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,литр,,литр,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,орто,,деревянная кружка двух литров,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,пандузи,,поднос,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,расонхъул,,гончарный кувшин для воды,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,рокъго,,гончарное изделие емкостью 4 пуда,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,стакан,,стакан,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,ссумагьур,,самовар,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,хъаба,,горшок,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,хьаги,,кастрюля,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,хьаги,,котел,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,чайник1и,,чайник,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,чайц1ц1адйа,,большая гончарная кружка,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,челеки,,ведро,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,чингил,,тарелка,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,чуги,,кувшин,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,ч1икъги,,кружка,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,шиша,,бутылка,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,анса,,клюка,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,ашт1ил,,струна для балалайки,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,гал,,чижик,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,гежи,,шелк,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,гидал,,кость для игры,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,гиргин,,катушка,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,гйабгйап,,бьющий альчик,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,гор,,круг,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,гор,,кольцо,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,гъвамарссу,,сундук,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,жала,,прут,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,зарзал,,звонок,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,искъгалла,,сукно,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,комхол,,бухарская овчина,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,кону,,улей,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,куша,,корыто для помоев собаке,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,къвач1а,,маленький кожаный мешок,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,къелъин,,подушка,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,къгаллир,,помои для собаки,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,кье,,зола,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,кьетон,,бурдюк,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,къухху,,отходы навоза,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,к1варч1и,,палка c круглым концом,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,к1ошк1он,,шарик,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,мат1у,,зеркало,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,мат1у,,зеркало,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,михи,,шерсть,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,пардав,,занавес,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,парссимихи,,вата,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,полотенце,,полотенце,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,раххасси,,цепь,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,рекьгир,,фураж,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,рек1улъон,,овечий помет,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,речол,,цепь,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,рошан,,веревка,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,сино,,клей,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,ссандиги,,сундук,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,тара,,мешок,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,торгъо,,мяч,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,умывальникш,,умывальник,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,т1аргьа,,очессанная шерсть для ворса бурки,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,хурши,,шерсть весенней стрижки,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,ххакара,,часть овичны для укрытия кувшина,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,ххинчу,,сукно,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,ххудан,,кожаный мешок,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,ххуча,,овчина,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,ххуча,,книга,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,ц1ул,,палка,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,чагьана,,гармонь,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,чашу,,фитиль,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,чашу,,галун,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,чиллай,,шелк,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,шириши,,клейстер,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,щакъги,,чернила,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,щакъгит1ил,,чернильница,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,гишгин,,каток,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,гишгин,,валик,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,гьалай,,олово,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,гьанц1а,,крючок,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,гьакъу,,комната,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,гьинк1уши,,кладовая,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,гьинц1ц1у,,дверь,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,ихоб,,мельница,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,ко,,ручка,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,ко,,рукоятка,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,корччин,,ручка,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,къгобкъгол,,ползунок мельничный,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,кверч1о,,жердь,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,к1оллариччиб,,балка,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,онщи,,земля,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,парххун,,задвижка,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,орссин,,стойло,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,рекъгерч1ч1ил,,сарай,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,рекъгерч1ч1ил,,сеновал,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,рек1ул,,ключ,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,рек1улол,,замок,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,речин,,приспособление для подачи зерна на жернов,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,ригъил,,нора,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,рикъи,,потолочная настилка,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,рич1ч1и,,купорос,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,рокьащил,,камешек в стене,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,тахта,,лист железа,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,хоч1ч1о,,ящик для обмолочиваемого,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,ххин,,доска,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,хъиру,,брусок,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,ц1араки,,лом,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,ц1араки,,двор,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,ц1араки,,хозяйство,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,ч1инч1ил,,булыжник,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,эхи,,сланец,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,гьокьу,,неделя,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,зубу,,день,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,кьину,,лето,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,кьину,,зима,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,релъо,,ночь,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,решин,,год,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,рибу,,весна,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,рокьгоц1оп,,сорок дней,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,ссибиру,,осень,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,анзи,,снег,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,гелгел,,сосулька,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,гьиро,,туман,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,йасеги,,река,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,к1орк1оншен,,град,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,лерчол,,туча,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,лълъен,,вода,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,лълъенссо,,река,,5,Salimov 2010,Ksenia Romanova,andi1255
Andi,Gagatli,п1ай,,вода по-детски,,5,Salimov 2010,Ksenia Romanova,andi1255
